"","title","author","subject","abstract","meta"
"115","Non-Invasive Medical Digital Twins using Physics-Informed Self-Supervised Learning","Keying Kuang, Frances Dean, Jack B. Jedlicki, David Ouyang, Anthony Philippakis, David Sontag, Ahmed M. Alaa","Machine Learning (cs.LG)","A digital twin is a virtual replica of a real-world physical phenomena that uses mathematical modeling to characterize and simulate its defining features. By constructing digital twins for disease processes, we can perform in-silico simulations that mimic patients' health conditions and counterfactual outcomes under hypothetical interventions in a virtual setting. This eliminates the need for invasive procedures or uncertain treatment decisions. In this paper, we propose a method to identify digital twin model parameters using only noninvasive patient health data. We approach the digital twin modeling as a composite inverse problem, and observe that its structure resembles pretraining and finetuning in self-supervised learning (SSL). Leveraging this, we introduce a physics-informed SSL algorithm that initially pretrains a neural network on the pretext task of solving the physical model equations. Subsequently, the model is trained to reconstruct low-dimensional health measurements from noninvasive modalities while being constrained by the physical equations learned in pretraining. We apply our method to identify digital twins of cardiac hemodynamics using noninvasive echocardiogram videos, and demonstrate its utility in unsupervised disease detection and in-silico clinical trials.","Thu, 29 Feb 2024 23:04:42 UTC (10,120 KB)"
"116","Synthesizing study-specific controls using generative models on open access datasets for harmonized multi-study analyses","Shruti P. Gadewar, Alyssa H. Zhu, Iyad Ba Gari, Sunanda Somu, Sophia I. Thomopoulos, Paul M. Thompson, Talia M. Nir, Neda Jahanshad","Quantitative Methods (q-bio.QM)","Neuroimaging consortia can enhance reliability and generalizability of findings by pooling data across studies to achieve larger sample sizes. To adjust for site and MRI protocol effects, imaging datasets are often harmonized based on healthy controls. When data from a control group were not collected, statistical harmonization options are limited as patient characteristics and acquisition-related variables may be confounded. Here, in a multi-study neuroimaging analysis of Alzheimer's patients and controls, we tested whether it is possible to generate synthetic control MRIs. For one case-control study, we used a generative adversarial model for style-based harmonization to generate site-specific controls. Downstream feature extraction, statistical harmonization and group-level multi-study case-control and case-only analyses were performed twice, using either true or synthetic controls. All effect sizes using synthetic controls overlapped with those based on true study controls. This line of work may facilitate wider inclusion of case-only studies in multi-study consortia.","Thu, 29 Feb 2024 19:43:43 UTC (329 KB)"
"117","RiNALMo: General-Purpose RNA Language Models Can Generalize Well on Structure Prediction Tasks","Rafael Josip Penić, Tin Vlašić, Roland G. Huber, Yue Wan, Mile Šikić","Biomolecules (q-bio.BM)","Ribonucleic acid (RNA) plays a variety of crucial roles in fundamental biological processes. Recently, RNA has become an interesting drug target, emphasizing the need to improve our understanding of its structures and functions. Over the years, sequencing technologies have produced an enormous amount of unlabeled RNA data, which hides important knowledge and potential. Motivated by the successes of protein language models, we introduce RiboNucleic Acid Language Model (RiNALMo) to help unveil the hidden code of RNA. RiNALMo is the largest RNA language model to date with $650$ million parameters pre-trained on $36$ million non-coding RNA sequences from several available databases. RiNALMo is able to extract hidden knowledge and capture the underlying structure information implicitly embedded within the RNA sequences. RiNALMo achieves state-of-the-art results on several downstream tasks. Notably, we show that its generalization capabilities can overcome the inability of other deep learning methods for secondary structure prediction to generalize on unseen RNA families. The code has been made publicly available on this https URL.","Thu, 29 Feb 2024 14:50:58 UTC (14,577 KB)"
"118","Identification of Craving Maps among Marijuana Users via Analysis of Functional Brain Networks with High-Order Attention Graph Neural Networks","Jun-En Ding, Shihao Yang, Anna Zilverstand, Feng Liu","Neurons and Cognition (q-bio.NC)","The consumption of high doses of marijuana can have significant psychological and social impacts. In this study, we propose an interpretable novel framework called the HOGAB (High-Order Graph Attention Neural Networks) model for addictive Marijuana classification and analysis of the localized network clusters that demonstrated abnormal brain activities among chronic marijuana users. The HOGAB integrates dynamic intrinsic functional networks with LSTM technology to capture temporal patterns in fMRI time series of marijuana users. We employed the high-order attention module in neighborhood nodes for information fusion and message passing, enhancing community clustering analysis for long-term marijuana users. Furthermore, we improve the overall classification ability of the model by incorporating attention mechanisms, achieving an AUC of 85.1% and an accuracy of 80.7% in classification, higher than the comparison algoirthms. Specifically, we identified the most relevant subnetworks and cognitive regions that are influenced by persistent marijuana usage, revealing that chronic marijuana consumption adversely affects cognitive control, particularly within the Dorsal Attention and Frontoparietal networks, which are essential for attentional, cognitive and higher cognitive functions. The results show that our proposed model is capable of accurately predicting craving bahavior and identifying brain maps associated with long-term cravings, and thus pinpointing brain regions that are important for analysis.","Thu, 29 Feb 2024 04:01:38 UTC (6,318 KB)[v2] Mon, 4 Mar 2024 15:00:58 UTC (6,318 KB)"
"119","FlowCyt: A Comparative Study of Deep Learning Approaches for Multi-Class Classification in Flow Cytometry Benchmarking","Lorenzo Bini, Fatemeh Nassajian Mojarrad, Margarita Liarou, Thomas Matthes, Stéphane Marchand-Maillet","Machine Learning (cs.LG)","This paper presents FlowCyt, the first comprehensive benchmark for multi-class single-cell classification in flow cytometry data. The dataset comprises bone marrow samples from 30 patients, with each cell characterized by twelve markers. Ground truth labels identify five hematological cell types: T lymphocytes, B lymphocytes, Monocytes, Mast cells, and Hematopoietic Stem/Progenitor Cells (HSPCs). Experiments utilize supervised inductive learning and semi-supervised transductive learning on up to 1 million cells per patient. Baseline methods include Gaussian Mixture Models, XGBoost, Random Forests, Deep Neural Networks, and Graph Neural Networks (GNNs). GNNs demonstrate superior performance by exploiting spatial relationships in graph-encoded data. The benchmark allows standardized evaluation of clinically relevant classification tasks, along with exploratory analyses to gain insights into hematological cell phenotypes. This represents the first public flow cytometry benchmark with a richly annotated, heterogeneous dataset. It will empower the development and rigorous assessment of novel methodologies for single-cell analysis.","Wed, 28 Feb 2024 15:01:59 UTC (852 KB)"
"120","Spiral wave dynamics in a neuronal network model","Diogo L. M. Souza, Fernando S. Borges, Enrique C. Gabrick, Lucas E. Bentivoglio, Paulo R. Protachevicz, Vagner dos Santos, Ricardo L. Viana, Ibere L. Caldas, Kelly C. Iarosz, Antonio M. Batista, Jürgen Kurths","Biological Physics (physics.bio-ph)","Spiral waves are spatial-temporal patterns that can emerge in different systems as heart tissues, chemical oscillators, ecological networks and the brain. These waves have been identified in the neocortex of turtles, rats, and humans, particularly during sleep-like states. Although their functions in cognitive activities remain until now poorly understood, these patterns are related to cortical activity modulation and contribute to cortical processing. In this work, we construct a neuronal network layer based on the spatial distribution of pyramidal neurons. Our main goal is to investigate how local connectivity and coupling strength are associated with the emergence of spiral waves. Therefore, we propose a trustworthy method capable of detecting different wave patterns, based on local and global phase order parameters. As a result, we find that the range of connection radius (R) plays a crucial role in the appearance of spiral waves. For R < 20 {\mu}m, only asynchronous activity is observed due to small number of connections. The coupling strength (gsyn ) greatly influences the pattern transitions for higher R, where spikes and bursts firing patterns can be observed in spiral and non-spiral waves. Finally, we show that for some values of R and gsyn bistable states of wave patterns are obtained.","Wed, 28 Feb 2024 12:25:47 UTC (4,052 KB)"
"121","Operators' cognitive performance under extreme hot-humid exposure and its physiological-psychological mechanism based on ECG, fNIRS, and Eye Tracking","Yan Zhang, Ming Jia, JianYu Wang, XiangMin Hu, ZhiHui Xu, Tao Chen","Neurons and Cognition (q-bio.NC)","Operators' cognitive functions are impaired significantly under extreme heat stress, potentially resulting in more severe secondary disasters. This research investigated the impact of elevated temperature and humidity (25 60%RH, 30 70%RH, 35 80%RH, 40 90%RH) on the cognitive functions and performance of operators. Meanwhile, we explored the psychological-physiological mechanism underlying the change in performance by electrocardiogram (ECG), functional near-infrared spectroscopy (fNIRS), and eye tracking physiologically. Psychological aspects such as situation awareness, workload, and working memory were assessed. Eventually, we verified and extended the maximal adaptability model to the extreme condition. Unexpectedly, a temporary improvement in simple reaction tasks but rapid impairment in advanced cognitive functions (i.e. situation awareness, communication, working memory) was obtained above 35 WBGT. The best performance in a suitable environment was due to more effective activation in the prefrontal cortex (PFC). With temperature increasing, more mistakes occurred and comprehension was impaired due to drowsiness and lower arousal levels, according to evidence of compensatory effect in fNIRS. In the extreme environment, the enhanced PFC cooperation with higher functional connectivity resulted in a temporary improvement, while depressed activation in PFC, heavy physical load, and poor regulation of the cardiovascular system restricted it. Our results provide a detailed study of the process of operators' performance and cognitive functions when encountering increasing heat stress, as well as its underlying mechanisms from a neuroergonomics perspective. This can contribute to a better understanding of the interaction between operators' performance and workplace conditions, and help to achieve a more reliable human-centered production system in the promising era of Industry 5.0.","Wed, 28 Feb 2024 07:07:39 UTC (20,536 KB)"
"122","Organic electrochemical neurons and synapses with ion mediated spiking","H. Padinhare, C. Yang, D. Tu, J. Gerasimov, A. M. M. Dar, A. A. Moreira, M. Massetti, R. Kroon, D. Bliman, R. Olsson, E. Stavrinidou, M. Berggren, S. Fabiano","Medical Physics (physics.med-ph)","Future brain-machine interfaces, prosthetics, and intelligent soft robotics will require integrating artificial neuromorphic devices with biological systems. Due to their poor biocompatibility, circuit complexity, low energy efficiency, and operating principles fundamentally different from the ion signal modulation of biology, traditional Silicon-based neuromorphic implementations have limited bio-integration potential. Here, we report the first organic electrochemical neurons (OECNs) with ion-modulated spiking, based on allprinted complementary organic electrochemical transistors. We demonstrate facile biointegration of OECNs with Venus Flytrap (Dionaea muscipula) to induce lobe closure upon input stimuli. The OECNs can also be integrated with all-printed organic electrochemical synapses (OECSs), exhibiting short-term plasticity with paired-pulse facilitation and longterm plasticity with retention >1000 s, facilitating Hebbian learning. These soft and flexible OECNs operate below 0.6 V and respond to multiple stimuli, defining a new vista for localized artificial neuronal systems possible to integrate with bio-signaling systems of plants, invertebrates, and vertebrates.","Thu, 18 Jan 2024 10:14:21 UTC (2,359 KB)"
"123","Metabolic scaling in small life forms","Mark E. Ritchie, Christopher P. Kempes","Biological Physics (physics.bio-ph)","Metabolic scaling is one of the most important patterns in biology. Theory explaining the 3/4-power size-scaling of biological metabolic rate does not predict the non-linear scaling observed for smaller life forms. Here we present a new model for cells $<10^{-8}$ m$^{3}$ that maximizes power from the reaction-displacement dynamics of enzyme-catalyzed reactions. Maximum metabolic rate is achieved through an allocation of cell volume to optimize a ratio of reaction velocity to molecular movement. Small cells $< 10^{-17}$ m$^{3}$ generate power under diffusion by diluting enzyme concentration as cell volume increases. Larger cells require bulk flow of cytoplasm generated by molecular motors. These outcomes predict curves with literature-reported parameters that match the observed scaling of metabolic rates for unicells, and predicts the volume at which Prokaryotes transition to Eukaryotes. We thus reveal multiple size-dependent physical constraints for microbes in a model that extends prior work to provide a parsimonious hypothesis for how metabolism scales across small life.","Sat, 16 Dec 2023 04:45:07 UTC (2,314 KB)"
"124","A model of pan-immunity maintenance by horizontal gene transfer in the ecological dynamics of bacteria and phages","Wenping Cui, Jemma M. Fendley, Sriram Srikant, Boris Shraiman","Populations and Evolution (q-bio.PE)","Phages and their bacterial hosts are locked in an evolutionary competition which in small and closed systems typically results in the extinction of one or the other. To resist phages bacteria have evolved numerous defense systems, which nevertheless are still overcome by specific phage counter-defense mechanisms. These defense/counter-defense systems are a major element of microbial genetic diversity and have been demonstrated to propagate between strains by horizontal gene transfer (HGT). It has been proposed that the totality of defense systems found in microbial communities collectively form a distributed ""pan-immune"" system with individual elements moving between strains via ubiquitous HGT. Here, we formulate a Lotka-Volterra type model of a host/phage system interacting via a combinatorial variety of defense/counter-defense systems and show that HGT enables stable maintenance of diverse defense/counter-defense genes in the microbial pan-genome even when individual microbial strains inevitably undergo extinction. This stability requires the HGT rate to be sufficiently high to ensure that some descendant of a ""dying"" strain survives thanks to the immunity acquired through HGT from the community at large, thus establishing a new strain. This mechanism of persistence for the pan-immune gene pool is fundamentally similar to the ""island migration"" model of ecological diversity, with genes moving between genomes instead of species migrating between islands.","Thu, 29 Feb 2024 17:43:14 UTC (15,166 KB)"
"125","Constrained hidden Markov models reveal further Hsp90 protein states","Riccardo Tancredi, Antonio Feltrin, Giosuè Sardo Infirri, Simone Toso, Leonie Vollmar, Thorsten Hugel, Marco Baiesi","Statistical Mechanics (cond-mat.stat-mech)","Time series of conformational dynamics in proteins are usually evaluated with hidden Markov models (HMMs). This approach works well if the number of states and their connectivity is known. But for the multi-domain protein Hsp90, a standard HMM analysis with optimization of the BIC (Bayesian information criterion) cannot explain long-lived states well. Therefore, here we employ constrained hidden Markov models, which neglect transitions between states by including assumptions. Gradually tuning a model with justified and focused changes allows us to improve its effectiveness and the score of the BIC. This became possible by analyzing time traces with several thousand observable transitions and, therefore, superb statistics. In this scheme, we also monitor the residences in the states reconstructed by the model, aiming to find exponentially distributed dwell times. We show how introducing new states can achieve these statistics but also point out limitations, e.g., for substantial similarity of two states connected to a common neighbor. One of the states displays the lowest free energy and is likely the idle open `waiting state', in which Hsp90 waits for the binding of nucleotides, cochaperones, or clients.","Thu, 29 Feb 2024 14:37:21 UTC (2,622 KB)"
"126","Prediction of vaccination coverage level in the heterogeneous mixing population","Fan Bai, Qianyu Chen, Yizhuo Xu","Populations and Evolution (q-bio.PE)","Heterogeneity of population is a key factor in modeling the transmission of disease among the population and has huge impact on the outcome of the transmission. In order to investigate the decision making process in the heterogeneous mixing population regarding whether to be vaccinated or not, we propose the modeling framework which includes the epidemic models and the game theoretical analysis. We consider two sources of heterogeneity in this paper: the different activity levels and the different relative vaccination costs. It is interesting to observe that, if both sources of heterogeneity are considered, there exist a finite number of Nash equilibria (evolutionary stable strategies (ESS)) of the vaccination game. While if only the difference of activity levels is considered, there are infinitely many Nash equilibira. For the latter case, the initial condition of the decision making process becomes highly sensitive. In the application of public health management, the inclusion of population heterogeneity significantly complicates the prediction of the overall vaccine coverage level.","Thu, 29 Feb 2024 14:19:59 UTC (42 KB)"
"127","Properties of Hagen-Poiseuille flows in channel networks","A. F. Valente, R. Almeida, R. Dilão","Cell Behavior (q-bio.CB)","We derive the main properties of adaptive Hagen-Poiseuille flows in elastic microchannel networks akin to biological veins in organisms. We show that adaptive Hagen-Poiseuille flows successfully simulate key features of \textit{Physarum polycephalum} networks, replicating physiological out-of-equilibrium phenomena like peristalsis and shuttle streaming, associated with the mechanism of nutrient transport in \textit{Physarum}. A new topological steady state has been identified for asynchronous adaptation, supporting out-of-equilibrium laminar fluxes. Adaptive Hagen-Poiseuille flows show saturation effects on the fluxes in contractile veins, as observed in animal and artificial contractile veins.","Thu, 29 Feb 2024 14:09:40 UTC (4,320 KB)"
"128","Deep Mapper Graph and its Application to Visualize Plausible Pathways on High-Dimensional Distribution with Small Time-Complexity","Ziyad Oulhaj, Yoshiyuki Ishii, Kento Ohga, Kimihiro Yamazaki, Mutsuyo Wada, Yuhei Umeda, Takashi Kato, Yuichiro Wada, Hiroaki Kurihara","Quantitative Methods (q-bio.QM)","Mapper is a topology based data analysis method that extracts topological features from high-dimensional data. The Mapper algorithm requires a filter function that maps the dataset to a Euclidian space and a clustering method, that is performed on the original dataset. This produces a graph which represents the shape of the original data. In this work, we use Mapper to uncover the conformational change of protein structures and we choose the filter function from a parameterized family, based on a deep neural network architecture. By optimizing its parameters with respect to an Energy-loss function derived from a theoretical background, we produce a Mapper graph that unveils the conformational pathways undertaken by the studied protein. Our method tackles conformational pathway detection in a unsupervised manner and therefore greatly reduces the manual and time costs necessary in this task.","Thu, 29 Feb 2024 13:57:09 UTC (438 KB)"
"129","Broken detailed balance and entropy production in directed networks","Ramón Nartallo-Kaluarachchi, Malbor Asllani, Gustavo Deco, Morten L. Kringelbach, Alain Goriely, Renaud Lambiotte","Physics and Society (physics.soc-ph)","The structure of a complex network plays a crucial role in determining its dynamical properties. In this work, we show that the directed, hierarchical organisation of a network causes the system to break detailed balance and dictates the production of entropy through non-equilibrium dynamics. We consider a wide range of dynamical processes and show how different directed network features govern their thermodynamics. Next, we analyse a collection of 97 empirical networks and show that strong directedness and non-equilibrium dynamics are both ubiquitous in real-world systems. Finally, we present a simple method for inferring broken detailed balance and directed network structure from multivariate time-series and apply our method to identify non-equilibrium and hierarchical organisation in both human neuroimaging and financial time-series. Overall, our results shed light on the thermodynamic consequences of directed network structure and indicate the importance and ubiquity of hierarchical organisation and non-equilibrium dynamics in real-world systems.","Thu, 29 Feb 2024 13:40:04 UTC (3,580 KB)[v2] Mon, 4 Mar 2024 13:59:49 UTC (3,581 KB)"
"130","A Protein Structure Prediction Approach Leveraging Transformer and CNN Integration","Yanlin Zhou, Kai Tan, Xinyu Shen, Zheng He, Haotian Zheng","Biomolecules (q-bio.BM)","Proteins are essential for life, and their structure determines their function. The protein secondary structure is formed by the folding of the protein primary structure, and the protein tertiary structure is formed by the bending and folding of the secondary structure. Therefore, the study of protein secondary structure is very helpful to the overall understanding of protein structure. Although the accuracy of protein secondary structure prediction has continuously improved with the development of machine learning and deep learning, progress in the field of protein structure prediction, unfortunately, remains insufficient to meet the large demand for protein information. Therefore, based on the advantages of deep learning-based methods in feature extraction and learning ability, this paper adopts a two-dimensional fusion deep neural network model, DstruCCN, which uses Convolutional Neural Networks (CCN) and a supervised Transformer protein language model for single-sequence protein structure prediction. The training features of the two are combined to predict the protein Transformer binding site matrix, and then the three-dimensional structure is reconstructed using energy minimization.","Thu, 29 Feb 2024 12:24:20 UTC (1,360 KB)[v2] Fri, 8 Mar 2024 05:30:10 UTC (384 KB)"
"131","Noise-induced survival resonances during fractional killing of cell populations","Francesco Puccioni, Johannes Pausch, Paul Piho, Philipp Thomas","Populations and Evolution (q-bio.PE)","Fractional killing in response to drugs is a hallmark of non-genetic cellular heterogeneity. Yet how individual lineages evade drug treatment, as observed in bacteria and cancer cells, is not quantitatively understood. We analyse a stochastic population model with age-dependent division and death rates and characterise the emergence of fractional killing as a stochastic phenomenon under constant and periodic drug environments. In constant environments, increasing cell cycle noise induces a phase transition from complete to fractional killing, while increasing death noise can induce the reverse transition. In periodic drug environments, we discover survival resonance phenomena that give rise to peaks in the survival probabilities at division or death times that are multiples of the environment duration not seen in unstructured populations.","Thu, 29 Feb 2024 11:19:12 UTC (850 KB)"
"132","Lotka-Volterra Model with Mutations and Generative Adversarial Networks","S. V. Kozyrev","Populations and Evolution (q-bio.PE)","A model of population genetics of the Lotka-Volterra type with mutations on a statistical manifold is introduced. Mutations in the model are described by diffusion on a statistical manifold with a generator in the form of a Laplace-Beltrami operator with a Fisher-Rao metric, that is, the model combines population genetics and information geometry. This model describes a generalization of the model of machine learning theory, the model of generative adversarial network (GAN), to the case of populations of generative adversarial networks. The introduced model describes the control of overfitting for generative adversarial networks.","Thu, 29 Feb 2024 11:00:19 UTC (10 KB)"
"133","A single-particle energy-conserving dissipative particle dynamics approach for simulating thermophoresis of nanoparticles in polymer networks","Yu Lu, Guo-Hui Hu","Soft Condensed Matter (cond-mat.soft)","Thermophoresis is an effective method to drive the motion of nanoparticles in fluids. The transport of nanoparticles in polymer networks has significant fundamental and applied importance in biology and medicine, and can be described as Brownian particles crossing entropic barriers. This study proposes a novel extension of dissipative particle dynamics (DPD), called the single-particle energy-conserving dissipative particle dynamics (seDPD), which combines the features of single-particle dissipative particle dynamics (sDPD) and energy-conserving dissipative particle dynamics (eDPD) to simulate the thermophoresis of nanoparticles under temperature gradients. The reliability of the seDPD method is verified by considering the viscosity, thermal diffusivity, and hydrodynamic drag force on the nanoparticles. Using this method, the transport of nanoparticles driven by the thermophoretic force across the polymer network is simulated. The results show that the nanoparticles exhibit the phenomenon of giant acceleration of diffusion (GAD) in the polymer network, indicating that Brownian particles can exhibit GAD when crossing entropic barriers.","Thu, 29 Feb 2024 03:39:11 UTC (967 KB)"
"134","The Machine Can't Replace the Human Heart","Baihan Lin","Computers and Society (cs.CY)","What is the true heart of mental healthcare -- innovation or humanity? Can virtual therapy ever replicate the profound human bonds where healing arises? As artificial intelligence and immersive technologies promise expanded access, safeguards must ensure technologies remain supplementary tools guided by providers' wisdom. Implementation requires nuance balancing efficiency and empathy. If conscious of ethical risks, perhaps AI could restore humanity by automating tasks, giving providers more time to listen. Yet no algorithm can replicate the seat of dignity within. We must ask ourselves: What future has people at its core? One where AI thoughtfully plays a collaborative role? Or where pursuit of progress leaves vulnerability behind? This commentary argues for a balanced approach thoughtfully integrating technology while retaining care's irreplaceable human essence, at the heart of this profoundly human profession. Ultimately, by nurturing innovation and humanity together, perhaps we reach new heights of empathy previously unimaginable.","Thu, 29 Feb 2024 03:20:53 UTC (498 KB)[v2] Fri, 1 Mar 2024 02:21:23 UTC (12 KB)"
"135","Stimulation technology for brain and nerves, now and future","Masaru Kuwabara, Ryota Kanai","Neurons and Cognition (q-bio.NC)","In individuals afflicted with conditions such as paralysis, the implementation of Brain-Computer-Interface (BCI) has begun to significantly impact their quality of life. Furthermore, even in healthy individuals, the anticipated advantages of brain-to-brain communication and brain-to-computer interaction hold considerable promise for the future. This is attributed to the liberation from bodily constraints and the transcendence of existing limitations inherent in contemporary brain-to-brain communication methods. To actualize a comprehensive BCI, the establishment of bidirectional communication between the brain and the external environment is imperative. While neural input technology spans diverse disciplines and is currently advancing rapidly, a notable absence exists in the form of review papers summarizing the technology from the standpoint of the latest or potential input methods. The challenges encountered encompass the requisite for bidirectional communication to achieve a holistic BCI, as well as obstacles related to information volume, precision, and invasiveness. The review section comprehensively addresses both invasive and non-invasive techniques, incorporating nanotech/micro-device technology and the integration of Artificial Intelligence (AI) in brain stimulation.","Thu, 29 Feb 2024 02:26:33 UTC (411 KB)"
"136","Brain-inspired and Self-based Artificial Intelligence","Yi Zeng, Feifei Zhao, Yuxuan Zhao, Dongcheng Zhao, Enmeng Lu, Qian Zhang, Yuwei Wang, Hui Feng, Zhuoya Zhao, Jihang Wang, Qingqun Kong, Yinqian Sun, Yang Li, Guobin Shen, Bing Han, Yiting Dong, Wenxuan Pan, Xiang He, Aorigele Bao, Jin Wang","Artificial Intelligence (cs.AI)","The question ""Can machines think?"" and the Turing Test to assess whether machines could achieve human-level intelligence is one of the roots of AI. With the philosophical argument ""I think, therefore I am"", this paper challenge the idea of a ""thinking machine"" supported by current AIs since there is no sense of self in them. Current artificial intelligence is only seemingly intelligent information processing and does not truly understand or be subjectively aware of oneself and perceive the world with the self as human intelligence does. In this paper, we introduce a Brain-inspired and Self-based Artificial Intelligence (BriSe AI) paradigm. This BriSe AI paradigm is dedicated to coordinating various cognitive functions and learning strategies in a self-organized manner to build human-level AI models and robotic applications. Specifically, BriSe AI emphasizes the crucial role of the Self in shaping the future AI, rooted with a practical hierarchical Self framework, including Perception and Learning, Bodily Self, Autonomous Self, Social Self, and Conceptual Self. The hierarchical framework of the Self highlights self-based environment perception, self-bodily modeling, autonomous interaction with the environment, social interaction and collaboration with others, and even more abstract understanding of the Self. Furthermore, the positive mutual promotion and support among multiple levels of Self, as well as between Self and learning, enhance the BriSe AI's conscious understanding of information and flexible adaptation to complex environments, serving as a driving force propelling BriSe AI towards real Artificial General Intelligence.","Thu, 29 Feb 2024 01:15:17 UTC (4,239 KB)"
"137","Difficult control is related to instability in biologically inspired Boolean networks","Bryan C. Daniels, Enrico Borriello","Molecular Networks (q-bio.MN)","Previous work in Boolean dynamical networks has suggested that the number of components that must be controlled to select an existing attractor is typically set by the number of attractors admitted by the dynamics, with no dependence on the size of the network. Here we study the rare cases of networks that defy this expectation, with attractors that require controlling most nodes. We find empirically that unstable fixed points are the primary recurring characteristic of networks that prove more difficult to control. We describe an efficient way to identify unstable fixed points and show that, in both existing biological models and ensembles of random dynamics, we can better explain the variance of control kernel sizes by incorporating the prevalence of unstable fixed points. In the end, the fact that these exceptions are associated with dynamics that are unstable to small perturbations hints that they are likely an artifact of using deterministic models. These exceptions are likely to be biologically irrelevant, supporting the generality of easy controllability in biological networks.","Wed, 28 Feb 2024 23:35:47 UTC (3,061 KB)"
"138","Quantifying Human Priors over Social and Navigation Networks","Gecia Bravo-Hermsdorff","Machine Learning (cs.LG)","Human knowledge is largely implicit and relational -- do we have a friend in common? can I walk from here to there? In this work, we leverage the combinatorial structure of graphs to quantify human priors over such relational data. Our experiments focus on two domains that have been continuously relevant over evolutionary timescales: social interaction and spatial navigation. We find that some features of the inferred priors are remarkably consistent, such as the tendency for sparsity as a function of graph size. Other features are domain-specific, such as the propensity for triadic closure in social interactions. More broadly, our work demonstrates how nonclassical statistical analysis of indirect behavioral experiments can be used to efficiently model latent biases in the data.","Wed, 28 Feb 2024 19:00:36 UTC (2,142 KB)"
"139","HemaGraph: Breaking Barriers in Hematologic Single Cell Classification with Graph Attention","Lorenzo Bini, Fatemeh Nassajian Mojarrad, Thomas Matthes, Stéphane Marchand-Maillet","Quantitative Methods (q-bio.QM)","In the realm of hematologic cell populations classification, the intricate patterns within flow cytometry data necessitate advanced analytical tools. This paper presents 'HemaGraph', a novel framework based on Graph Attention Networks (GATs) for single-cell multi-class classification of hematological cells from flow cytometry data. Harnessing the power of GATs, our method captures subtle cell relationships, offering highly accurate patient profiling. Based on evaluation of data from 30 patients, HemaGraph demonstrates classification performance across five different cell classes, outperforming traditional methodologies and state-of-the-art methods. Moreover, the uniqueness of this framework lies in the training and testing phase of HemaGraph, where it has been applied for extremely large graphs, containing up to hundreds of thousands of nodes and two million edges, to detect low frequency cell populations (e.g. 0.01% for one population), with accuracies reaching 98%. Our findings underscore the potential of HemaGraph in improving hematoligic multi-class classification, paving the way for patient-personalized interventions. To the best of our knowledge, this is the first effort to use GATs, and Graph Neural Networks (GNNs) in general, to classify cell populations from single-cell flow cytometry data. We envision applying this method to single-cell data from larger cohort of patients and on other hematologic diseases.","Wed, 28 Feb 2024 15:15:38 UTC (1,432 KB)"
"140","Why Attention Graphs Are All We Need: Pioneering Hierarchical Classification of Hematologic Cell Populations with LeukoGraph","Fatemeh Nassajian Mojarrad, Lorenzo Bini, Thomas Matthes, Stéphane Marchand-Maillet","Machine Learning (cs.LG)","In the complex landscape of hematologic samples such as peripheral blood or bone marrow, cell classification, delineating diverse populations into a hierarchical structure, presents profound challenges. This study presents LeukoGraph, a recently developed framework designed explicitly for this purpose employing graph attention networks (GATs) to navigate hierarchical classification (HC) complexities. Notably, LeukoGraph stands as a pioneering effort, marking the application of graph neural networks (GNNs) for hierarchical inference on graphs, accommodating up to one million nodes and millions of edges, all derived from flow cytometry data. LeukoGraph intricately addresses a classification paradigm where for example four different cell populations undergo flat categorization, while a fifth diverges into two distinct child branches, exemplifying the nuanced hierarchical structure inherent in complex datasets. The technique is more general than this example. A hallmark achievement of LeukoGraph is its F-score of 98%, significantly outclassing prevailing state-of-the-art methodologies. Crucially, LeukoGraph's prowess extends beyond theoretical innovation, showcasing remarkable precision in predicting both flat and hierarchical cell types across flow cytometry datasets from 30 distinct patients. This precision is further underscored by LeukoGraph's ability to maintain a correct label ratio, despite the inherent challenges posed by hierarchical classifications.","Wed, 28 Feb 2024 15:10:25 UTC (2,067 KB)"
